3.000000000000000000e+00 3.060000000000000142e+01 1.630000000000000071e+01 1.400000000000000000e+01 1.622286415100097656e+01
3.000000000000000000e+00 3.239999999999999858e+01 1.730000000000000071e+01 1.430000000000000071e+01 1.514950370788574219e+01
3.000000000000000000e+00 3.010000000000000142e+01 1.559999999999999964e+01 1.440000000000000036e+01 1.606718826293945312e+01
3.000000000000000000e+00 3.010000000000000142e+01 1.619999999999999929e+01 2.650000000000000000e+01 1.689376258850097656e+01
3.000000000000000000e+00 2.830000000000000071e+01 1.519999999999999929e+01 2.960000000000000142e+01 1.902981567382812500e+01
3.000000000000000000e+00 2.900000000000000000e+01 1.550000000000000000e+01 2.389999999999999858e+01 1.788750267028808594e+01
3.000000000000000000e+00 2.880000000000000071e+01 1.540000000000000036e+01 3.089999999999999858e+01 1.815601730346679688e+01
3.000000000000000000e+00 3.069999999999999929e+01 1.550000000000000000e+01 7.400000000000000355e+00 1.528242397308349609e+01
3.000000000000000000e+00 3.200000000000000000e+01 1.630000000000000071e+01 4.299999999999999822e+00 1.477166748046875000e+01
3.000000000000000000e+00 3.110000000000000142e+01 1.600000000000000000e+01 9.599999999999999645e+00 1.531042098999023438e+01
3.000000000000000000e+00 2.889999999999999858e+01 1.550000000000000000e+01 3.360000000000000142e+01 1.812737464904785156e+01
3.000000000000000000e+00 3.089999999999999858e+01 1.559999999999999964e+01 1.569999999999999929e+01 1.517584514617919922e+01
3.000000000000000000e+00 2.939999999999999858e+01 1.480000000000000071e+01 2.010000000000000142e+01 1.608198928833007812e+01
3.000000000000000000e+00 3.010000000000000142e+01 1.569999999999999929e+01 1.810000000000000142e+01 1.618789863586425781e+01
3.000000000000000000e+00 2.950000000000000000e+01 1.639999999999999858e+01 4.179999999999999716e+01 1.866282272338867188e+01
3.000000000000000000e+00 3.250000000000000000e+01 1.689999999999999858e+01 4.000000000000000000e+00 1.478318405151367188e+01
3.000000000000000000e+00 2.980000000000000071e+01 1.540000000000000036e+01 1.710000000000000142e+01 1.624484634399414062e+01
3.000000000000000000e+00 3.030000000000000071e+01 1.610000000000000142e+01 1.950000000000000000e+01 1.640995407104492188e+01
3.000000000000000000e+00 3.100000000000000000e+01 1.660000000000000142e+01 1.130000000000000071e+01 1.603090667724609375e+01
3.000000000000000000e+00 3.039999999999999858e+01 1.650000000000000000e+01 2.939999999999999858e+01 1.683196067810058594e+01
3.000000000000000000e+00 3.270000000000000284e+01 1.719999999999999929e+01 1.000000000000000000e+01 1.482759284973144531e+01
3.000000000000000000e+00 3.200000000000000000e+01 1.650000000000000000e+01 5.200000000000000178e+00 1.489987373352050781e+01
3.000000000000000000e+00 3.069999999999999929e+01 1.639999999999999858e+01 1.580000000000000071e+01 1.620524978637695312e+01
3.000000000000000000e+00 3.260000000000000142e+01 1.710000000000000142e+01 8.000000000000000000e+00 1.483749198913574219e+01
3.000000000000000000e+00 3.160000000000000142e+01 1.600000000000000000e+01 1.119999999999999929e+01 1.487771797180175781e+01
3.000000000000000000e+00 2.950000000000000000e+01 1.639999999999999858e+01 4.679999999999999716e+01 1.866282272338867188e+01
3.000000000000000000e+00 3.000000000000000000e+01 1.550000000000000000e+01 1.989999999999999858e+01 1.608543014526367188e+01
3.000000000000000000e+00 3.110000000000000142e+01 1.630000000000000071e+01 1.000000000000000000e+01 1.558245944976806641e+01
3.000000000000000000e+00 3.229999999999999716e+01 1.680000000000000071e+01 1.069999999999999929e+01 1.486803054809570312e+01
3.000000000000000000e+00 3.130000000000000071e+01 1.630000000000000071e+01 1.380000000000000071e+01 1.536932659149169922e+01
3.000000000000000000e+00 3.080000000000000071e+01 1.590000000000000036e+01 1.169999999999999929e+01 1.553092193603515625e+01
3.000000000000000000e+00 3.100000000000000000e+01 1.630000000000000071e+01 1.380000000000000071e+01 1.569753074645996094e+01
3.000000000000000000e+00 3.100000000000000000e+01 1.619999999999999929e+01 1.330000000000000071e+01 1.559716033935546875e+01
