8.000000000000000000e+00 3.019999999999999929e+01 2.330000000000000071e+01 2.783999999999999773e+02 5.440876770019531250e+01
8.000000000000000000e+00 3.139999999999999858e+01 2.339999999999999858e+01 2.048000000000000114e+02 5.440858459472656250e+01
8.000000000000000000e+00 3.019999999999999929e+01 2.319999999999999929e+01 2.753999999999999773e+02 5.440875244140625000e+01
8.000000000000000000e+00 3.039999999999999858e+01 2.289999999999999858e+01 2.179000000000000057e+02 5.440867614746093750e+01
8.000000000000000000e+00 3.089999999999999858e+01 2.350000000000000000e+01 2.140000000000000000e+02 5.440869903564453125e+01
8.000000000000000000e+00 3.039999999999999858e+01 2.310000000000000142e+01 2.658999999999999773e+02 5.440870666503906250e+01
8.000000000000000000e+00 2.969999999999999929e+01 2.300000000000000000e+01 3.140000000000000000e+02 5.440879058837890625e+01
8.000000000000000000e+00 2.969999999999999929e+01 2.300000000000000000e+01 3.101999999999999886e+02 5.440879058837890625e+01
8.000000000000000000e+00 3.010000000000000142e+01 2.280000000000000071e+01 2.401999999999999886e+02 5.440870666503906250e+01
8.000000000000000000e+00 3.000000000000000000e+01 2.310000000000000142e+01 2.966999999999999886e+02 5.440876770019531250e+01
8.000000000000000000e+00 3.080000000000000071e+01 2.310000000000000142e+01 2.115999999999999943e+02 5.440864562988281250e+01
8.000000000000000000e+00 3.019999999999999929e+01 2.300000000000000000e+01 2.715000000000000000e+02 5.440872573852539062e+01
8.000000000000000000e+00 3.080000000000000071e+01 2.280000000000000071e+01 1.921999999999999886e+02 5.440858078002929688e+01
8.000000000000000000e+00 3.019999999999999929e+01 2.300000000000000000e+01 2.500999999999999943e+02 5.440872573852539062e+01
8.000000000000000000e+00 3.089999999999999858e+01 2.350000000000000000e+01 2.328000000000000114e+02 5.440869903564453125e+01
8.000000000000000000e+00 3.010000000000000142e+01 2.319999999999999929e+01 3.141000000000000227e+02 5.440876770019531250e+01
8.000000000000000000e+00 3.010000000000000142e+01 2.319999999999999929e+01 2.811000000000000227e+02 5.440876770019531250e+01
8.000000000000000000e+00 3.089999999999999858e+01 2.319999999999999929e+01 2.356999999999999886e+02 5.440864562988281250e+01
8.000000000000000000e+00 3.030000000000000071e+01 2.330000000000000071e+01 2.991999999999999886e+02 5.440875244140625000e+01
