6.000000000000000000e+00 3.570000000000000284e+01 2.469999999999999929e+01 1.259000000000000057e+02 5.437976074218750000e+01
6.000000000000000000e+00 3.510000000000000142e+01 2.450000000000000000e+01 1.092999999999999972e+02 5.438716888427734375e+01
6.000000000000000000e+00 3.550000000000000000e+01 2.460000000000000142e+01 1.319000000000000057e+02 5.438186645507812500e+01
6.000000000000000000e+00 3.379999999999999716e+01 2.410000000000000142e+01 1.865999999999999943e+02 5.439702606201171875e+01
6.000000000000000000e+00 3.600000000000000000e+01 2.510000000000000142e+01 1.000999999999999943e+02 5.438179779052734375e+01
6.000000000000000000e+00 3.410000000000000142e+01 2.430000000000000071e+01 1.880999999999999943e+02 5.439622879028320312e+01
6.000000000000000000e+00 3.439999999999999858e+01 2.400000000000000000e+01 1.570000000000000000e+02 5.439004516601562500e+01
6.000000000000000000e+00 3.539999999999999858e+01 2.480000000000000071e+01 1.380000000000000000e+02 5.438713455200195312e+01
6.000000000000000000e+00 3.310000000000000142e+01 2.380000000000000071e+01 2.368000000000000114e+02 5.439964675903320312e+01
6.000000000000000000e+00 3.320000000000000284e+01 2.389999999999999858e+01 2.183000000000000114e+02 5.439964294433593750e+01
6.000000000000000000e+00 3.350000000000000000e+01 2.410000000000000142e+01 1.993000000000000114e+02 5.439904785156250000e+01
6.000000000000000000e+00 3.600000000000000000e+01 2.480000000000000071e+01 1.267000000000000028e+02 5.437492370605468750e+01
6.000000000000000000e+00 3.289999999999999858e+01 2.350000000000000000e+01 2.371999999999999886e+02 5.439907836914062500e+01
6.000000000000000000e+00 3.439999999999999858e+01 2.430000000000000071e+01 1.620000000000000000e+02 5.439349365234375000e+01
6.000000000000000000e+00 3.539999999999999858e+01 2.469999999999999929e+01 1.698000000000000114e+02 5.438553619384765625e+01
6.000000000000000000e+00 3.260000000000000142e+01 2.380000000000000071e+01 2.260000000000000000e+02 5.440201568603515625e+01
